"Company";"Company_Old";"NAIC";"Plan";"State";"Area";"Zip_Lookup_Code";"Gender";"T/NT";"Couple_Fac";"Eff_Date";"Rate_Type";"Age_For_Sorting";"Lowest_Rate?";"Highest_Rate?";"Age";"Monthly_Rate";"Quarterly_Rate";"Semi-Annual_Rate";"Annual_Rate";"Policy Fee";"Household Discount"
"Aetna Life Insurance Company";"Aetna";60054.00;"WIR_PTB";"WI";1;4615.00;"Female";"Tobacco";;8/1/2012 0:00:00;"Attained Age";70.00;"Y";"N";"70";11.15;33.45;66.90;133.80;;
"Aetna Life Insurance Company";"Aetna";60054.00;"WIR_PTB";"WI";1;4615.00;"Female";"Tobacco";;8/1/2012 0:00:00;"Attained Age";85.00;"Y";"N";"85";11.15;33.45;66.90;133.80;;
"Aetna Life Insurance Company";"Aetna";60054.00;"WIR_PTB";"WI";1;4615.00;"Male";"Non-Tobacco";;8/1/2012 0:00:00;"Attained Age";70.00;"Y";"N";"70";10.14;30.42;60.84;121.68;;
"Aetna Life Insurance Company";"Aetna";60054.00;"WIR_PTB";"WI";1;4615.00;"Male";"Non-Tobacco";;8/1/2012 0:00:00;"Attained Age";85.00;"Y";"N";"85";10.14;30.42;60.84;121.68;;
"Aetna Life Insurance Company";"Aetna";60054.00;"WIR_PTB";"WI";1;4615.00;"Male";"Tobacco";;8/1/2012 0:00:00;"Attained Age";70.00;"Y";"N";"70";11.15;33.45;66.90;133.80;;
"Aetna Life Insurance Company";"Aetna";60054.00;"WIR_PTB";"WI";1;4615.00;"Male";"Tobacco";;8/1/2012 0:00:00;"Attained Age";85.00;"Y";"N";"85";11.15;33.45;66.90;133.80;;
"Aetna Life Insurance Company";"Aetna";60054.00;"WIR_PTB";"WI";2;4616.00;"Female";"Non-Tobacco";;8/1/2012 0:00:00;"Attained Age";70.00;"N";"Y";"70";11.66;34.98;69.96;139.92;;
"Aetna Life Insurance Company";"Aetna";60054.00;"WIR_PTB";"WI";2;4616.00;"Female";"Non-Tobacco";;8/1/2012 0:00:00;"Attained Age";85.00;"N";"Y";"85";11.66;34.98;69.96;139.92;;
"Aetna Life Insurance Company";"Aetna";60054.00;"WIR_PTB";"WI";2;4616.00;"Female";"Tobacco";;8/1/2012 0:00:00;"Attained Age";70.00;"N";"Y";"70";12.83;38.49;76.98;153.96;;
"Aetna Life Insurance Company";"Aetna";60054.00;"WIR_PTB";"WI";2;4616.00;"Female";"Tobacco";;8/1/2012 0:00:00;"Attained Age";85.00;"N";"Y";"85";12.83;38.49;76.98;153.96;;
"Aetna Life Insurance Company";"Aetna";60054.00;"WIR_PTB";"WI";2;4616.00;"Male";"Non-Tobacco";;8/1/2012 0:00:00;"Attained Age";70.00;"N";"Y";"70";11.66;34.98;69.96;139.92;;
"Aetna Life Insurance Company";"Aetna";60054.00;"WIR_PTB";"WI";2;4616.00;"Male";"Non-Tobacco";;8/1/2012 0:00:00;"Attained Age";85.00;"N";"Y";"85";11.66;34.98;69.96;139.92;;
"Aetna Life Insurance Company";"Aetna";60054.00;"WIR_PTB";"WI";2;4616.00;"Male";"Tobacco";;8/1/2012 0:00:00;"Attained Age";70.00;"N";"Y";"70";12.83;38.49;76.98;153.96;;
"Aetna Life Insurance Company";"Aetna";60054.00;"WIR_PTB";"WI";2;4616.00;"Male";"Tobacco";;8/1/2012 0:00:00;"Attained Age";85.00;"N";"Y";"85";12.83;38.49;76.98;153.96;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";1;8093.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";122.36;367.04;734.08;1468.16;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";1;8093.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";181.45;544.32;1088.64;2177.27;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";1;8093.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";122.36;367.04;734.08;1468.16;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";1;8093.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";181.45;544.32;1088.64;2177.27;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";1;8093.00;"Male";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";146.38;439.12;878.23;1756.46;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";1;8093.00;"Male";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";231.23;693.62;1387.24;2774.48;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";1;8093.00;"Male";"Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";146.38;439.12;878.23;1756.46;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";1;8093.00;"Male";"Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";231.23;693.62;1387.24;2774.48;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";2;8094.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";129.31;387.89;775.79;1551.57;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";2;8094.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";191.76;575.25;1150.49;2300.98;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";2;8094.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";129.31;387.89;775.79;1551.57;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";2;8094.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";191.76;575.25;1150.49;2300.98;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";2;8094.00;"Male";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";154.70;464.07;928.13;1856.26;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";2;8094.00;"Male";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";244.36;733.03;1466.06;2932.12;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";2;8094.00;"Male";"Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";154.70;464.07;928.13;1856.26;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";2;8094.00;"Male";"Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";244.36;733.03;1466.06;2932.12;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";3;8095.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";136.26;408.75;817.50;1634.99;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";3;8095.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";202.07;606.17;1212.35;2424.69;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";3;8095.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";136.26;408.75;817.50;1634.99;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";3;8095.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";202.07;606.17;1212.35;2424.69;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";3;8095.00;"Male";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";163.02;489.02;978.03;1956.06;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";3;8095.00;"Male";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";257.50;772.44;1544.88;3089.76;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";3;8095.00;"Male";"Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";163.02;489.02;978.03;1956.06;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";3;8095.00;"Male";"Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";257.50;772.44;1544.88;3089.76;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";4;8096.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";141.82;425.43;850.87;1701.73;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";4;8096.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";210.32;630.92;1261.83;2523.66;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";4;8096.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";141.82;425.43;850.87;1701.73;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";4;8096.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";210.32;630.92;1261.83;2523.66;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";4;8096.00;"Male";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";169.67;508.98;1017.95;2035.90;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";4;8096.00;"Male";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";268.01;803.97;1607.94;3215.87;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";4;8096.00;"Male";"Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";169.67;508.98;1017.95;2035.90;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";4;8096.00;"Male";"Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";268.01;803.97;1607.94;3215.87;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";5;8097.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";151.55;454.63;909.26;1818.51;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";5;8097.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";224.76;674.21;1348.43;2696.85;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";5;8097.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";151.55;454.63;909.26;1818.51;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";5;8097.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";224.76;674.21;1348.43;2696.85;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";5;8097.00;"Male";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";181.32;543.90;1087.81;2175.61;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";5;8097.00;"Male";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";286.40;859.14;1718.29;3436.57;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";5;8097.00;"Male";"Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";181.32;543.90;1087.81;2175.61;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";5;8097.00;"Male";"Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";286.40;859.14;1718.29;3436.57;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";6;8098.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";162.68;488.00;975.99;1951.98;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";6;8098.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";241.25;723.70;1447.40;2894.79;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";6;8098.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";162.68;488.00;975.99;1951.98;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";6;8098.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";241.25;723.70;1447.40;2894.79;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";6;8098.00;"Male";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";194.62;583.82;1167.65;2335.29;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";6;8098.00;"Male";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";307.42;922.20;1844.40;3688.79;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";6;8098.00;"Male";"Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";194.62;583.82;1167.65;2335.29;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WI_BASE";"WI";6;8098.00;"Male";"Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";307.42;922.20;1844.40;3688.79;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";1;8093.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";1;8093.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";1;8093.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";1;8093.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";1;8093.00;"Male";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";1;8093.00;"Male";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";1;8093.00;"Male";"Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";1;8093.00;"Male";"Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";2;8094.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";2;8094.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";2;8094.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";2;8094.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";2;8094.00;"Male";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";2;8094.00;"Male";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";2;8094.00;"Male";"Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";2;8094.00;"Male";"Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";3;8095.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";3;8095.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";3;8095.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";3;8095.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";3;8095.00;"Male";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";3;8095.00;"Male";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";3;8095.00;"Male";"Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";3;8095.00;"Male";"Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";4;8096.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";4;8096.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";4;8096.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";4;8096.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";4;8096.00;"Male";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";4;8096.00;"Male";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";4;8096.00;"Male";"Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";4;8096.00;"Male";"Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";5;8097.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";5;8097.00;"Female";"Non-Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";5;8097.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";12.25;36.74;73.49;146.97;;
"American Republic Corp Insurance Company (Preferred Single)";"American Republic";67679.00;"WIR_PTB";"WI";5;8097.00;"Female";"Tobacco";;6/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";12.25;36.74;73.49;146.97;;
